,county,tract,under_5_count,5_to_17_count,18_to_24_count,broadband_percent
56994,Onslow County,600,12,35,10286,100.0
56995,Onslow County,700,1656,1412,806,86.89
56996,Onslow County,800,215,83,683,83.9
56997,Onslow County,901,205,20,571,95.58
56998,Onslow County,902,649,741,2902,85.69
56999,Onslow County,1000,197,223,4622,88.22
57000,Onslow County,1101,379,1325,195,84.16
57001,Onslow County,1102,477,377,1384,83.06
57002,Onslow County,1201,351,416,336,82.99
57003,Onslow County,1202,993,1133,1269,90.45
57004,Onslow County,1301,618,215,1397,75.91
57005,Onslow County,1302,93,1601,310,67.87
57006,Onslow County,1303,0,227,302,78.86
57007,Onslow County,1304,716,1781,1583,90.01
57008,Onslow County,1400,112,742,480,78.55
57009,Onslow County,1500,427,442,541,70.58
57010,Onslow County,1700,93,331,408,73.96
57011,Onslow County,1800,48,196,157,77.76
57012,Onslow County,2100,296,989,925,73.35
57013,Onslow County,2201,141,578,754,85.57
57014,Onslow County,2202,444,820,1089,80.66
57015,Onslow County,2300,369,1095,986,84.9
57016,Onslow County,2400,235,1884,1258,83.58
57017,Onslow County,2500,239,594,521,68.6
57018,Onslow County,2600,195,733,365,61.01
57019,Onslow County,2801,188,434,357,33.93
57020,Onslow County,2802,106,123,35,94.44
57021,Onslow County,2803,574,618,1464,75.98
57022,Onslow County,990100,0,0,0,
57023,Orange County,10701,204,382,47,81.65
57024,Orange County,10705,97,544,514,80.23
57025,Orange County,10706,164,887,158,92.15
57026,Orange County,10707,96,213,262,81.5
57027,Orange County,10708,98,641,661,76.85
57028,Orange County,10709,107,39,421,84.42
57029,Orange County,10710,200,417,393,90.76
57030,Orange County,10802,156,689,344,64.58
57031,Orange County,10803,109,623,344,80.43
57032,Orange County,10804,136,243,143,62.0
57033,Orange County,10902,596,1071,376,77.24
57034,Orange County,10903,63,554,153,78.54
57035,Orange County,10904,60,559,264,78.8
57036,Orange County,11001,397,853,93,87.03
57037,Orange County,11002,169,528,209,69.85
57038,Orange County,11103,226,875,199,66.57
57039,Orange County,11104,60,345,55,83.68
57040,Orange County,11105,321,574,114,74.78
57041,Orange County,11106,33,354,152,82.15
57042,Orange County,11107,260,888,174,65.22
57043,Orange County,11204,129,488,134,91.65
57044,Orange County,11206,224,1058,495,89.05
57045,Orange County,11207,71,1242,323,82.66
57046,Orange County,11208,298,1133,565,79.05
57047,Orange County,11209,32,468,592,70.2
57048,Orange County,11210,137,572,95,65.71
57049,Orange County,11211,61,193,73,78.3
57050,Orange County,11300,46,63,2167,81.71
57051,Orange County,11400,69,262,1890,71.67
57052,Orange County,11500,42,415,372,92.04
57053,Orange County,11601,0,6,2228,0.0
57054,Orange County,11602,59,107,6067,36.8
57055,Orange County,11700,112,101,3382,84.93
57056,Orange County,11800,195,330,934,71.38
57057,Orange County,11902,266,1039,394,89.09
57058,Orange County,11903,79,288,246,83.67
57059,Orange County,11904,46,409,265,86.02
57060,Orange County,12101,185,909,287,69.56
57061,Orange County,12102,67,297,146,92.47
57062,Orange County,12103,230,265,202,93.13
57063,Orange County,12201,133,480,297,82.32
57064,Orange County,12202,298,880,537,85.57
57065,Pamlico County,950101,25,584,306,61.31
57066,Pamlico County,950103,129,322,147,60.72
57067,Pamlico County,950104,41,172,26,53.13
57068,Pamlico County,950202,39,75,48,75.11
57069,Pamlico County,950203,101,188,95,61.97
57070,Pamlico County,950204,47,123,90,67.73
57071,Pamlico County,990100,0,0,0,
57072,Pasquotank County,960100,14,130,245,56.21
57073,Pasquotank County,960200,266,699,1642,82.53
57074,Pasquotank County,960300,166,860,200,47.82
57075,Pasquotank County,960400,339,543,279,64.2
57076,Pasquotank County,960501,162,673,144,71.89
57077,Pasquotank County,960502,440,855,242,68.0
57078,Pasquotank County,960503,149,275,236,57.07
57079,Pasquotank County,960600,347,960,292,77.82
57080,Pasquotank County,960701,465,913,313,75.91
57081,Pasquotank County,960702,158,471,199,75.92
57082,Pender County,920104,195,667,238,80.81
57083,Pender County,920105,35,397,314,60.03
57084,Pender County,920106,20,167,73,85.28
57085,Pender County,920201,486,1696,449,83.68
57086,Pender County,920202,465,1616,609,89.13
57087,Pender County,920203,269,809,365,76.02
57088,Pender County,920204,136,264,246,44.49
57089,Pender County,920300,265,991,217,31.56
57090,Pender County,920401,155,367,180,63.64
57091,Pender County,920402,177,356,200,54.82
57092,Pender County,920403,137,409,336,62.4
57093,Pender County,920501,303,764,373,22.22
57094,Pender County,920502,170,181,89,34.81
57095,Pender County,920601,199,552,236,61.98
57096,Pender County,920602,263,911,348,82.54
57097,Pender County,990100,0,0,0,
57098,Perquimans County,920101,153,537,350,44.14
57099,Perquimans County,920102,8,498,135,53.62
57100,Perquimans County,920201,222,437,112,57.6
57101,Perquimans County,920202,190,419,153,63.83
57102,Person County,920100,297,1019,457,63.75
57103,Person County,920200,217,807,664,63.16
57104,Person County,920300,273,919,206,59.1
57105,Person County,920400,263,371,300,58.47
57106,Person County,920500,268,916,461,72.77
57107,Person County,920601,579,782,599,65.3
57108,Person County,920602,290,1152,276,70.63
57109,Pitt County,101,0,27,1706,62.81
57110,Pitt County,102,0,363,2096,54.95
57111,Pitt County,201,27,426,2420,51.77
57112,Pitt County,202,93,461,581,75.72
57113,Pitt County,301,169,195,258,73.49
57114,Pitt County,303,189,265,1562,57.03
57115,Pitt County,304,161,764,197,77.05
57116,Pitt County,400,166,185,5861,67.42
57117,Pitt County,501,457,1254,296,78.45
57118,Pitt County,503,286,442,960,70.11
57119,Pitt County,504,80,29,1661,62.97
57120,Pitt County,602,166,772,381,64.09
57121,Pitt County,604,110,481,935,56.2
57122,Pitt County,605,465,954,609,60.07
57123,Pitt County,606,422,660,125,84.27
57124,Pitt County,607,766,1157,255,71.74
57125,Pitt County,701,304,582,529,50.0
57126,Pitt County,702,156,704,74,39.8
57127,Pitt County,800,112,673,327,45.13
57128,Pitt County,901,172,735,1319,45.13
57129,Pitt County,902,347,811,298,73.36
57130,Pitt County,1001,104,569,473,65.71
57131,Pitt County,1002,173,1540,323,69.57
57132,Pitt County,1003,337,997,317,73.64
57133,Pitt County,1100,297,678,376,55.66
57134,Pitt County,1200,237,1182,902,45.05
57135,Pitt County,1301,315,628,303,61.6
57136,Pitt County,1302,459,777,739,63.99
57137,Pitt County,1304,132,621,259,75.44
57138,Pitt County,1305,337,780,199,76.14
57139,Pitt County,1402,30,367,147,40.11
57140,Pitt County,1403,101,475,69,71.94
57141,Pitt County,1404,156,485,155,44.57
57142,Pitt County,1500,168,461,443,53.41
57143,Pitt County,1601,395,798,226,68.2
57144,Pitt County,1602,567,709,390,65.14
57145,Pitt County,1700,234,691,226,65.83
57146,Pitt County,1800,323,1262,309,58.95
57147,Pitt County,1900,37,219,302,39.12
57148,Pitt County,2002,131,1061,236,34.32
57149,Pitt County,2003,465,402,490,34.48
57150,Pitt County,2004,15,331,147,68.4
57151,Polk County,920101,140,372,168,49.46
57152,Polk County,920103,86,532,183,78.97
57153,Polk County,920104,125,448,239,69.53
57154,Polk County,920201,173,372,167,52.19
57155,Polk County,920202,46,195,147,38.21
57156,Polk County,920301,23,78,68,53.89
57157,Polk County,920303,107,252,77,80.42
57158,Polk County,920304,57,143,67,64.94
57159,Randolph County,30100,241,659,257,58.53
57160,Randolph County,30201,108,538,112,60.3
57161,Randolph County,30202,233,524,254,60.98
57162,Randolph County,30301,341,1264,653,71.34
57163,Randolph County,30302,357,785,210,48.63
57164,Randolph County,30400,349,1470,469,81.24
57165,Randolph County,30502,243,1082,390,81.59
57166,Randolph County,30503,350,770,313,60.61
57167,Randolph County,30504,362,632,359,60.49
57168,Randolph County,30600,320,935,659,80.42
57169,Randolph County,30700,222,1159,446,62.44
57170,Randolph County,30803,147,581,215,59.6
57171,Randolph County,30804,157,492,65,71.93
57172,Randolph County,30805,165,665,685,68.01
57173,Randolph County,30806,203,542,227,76.52
57174,Randolph County,30900,236,522,271,65.38
57175,Randolph County,31001,299,554,195,64.61
57176,Randolph County,31002,177,728,313,55.02
57177,Randolph County,31101,105,602,339,63.6
57178,Randolph County,31102,217,755,302,55.79
57179,Randolph County,31200,187,857,357,61.94
57180,Randolph County,31303,200,735,344,68.27
57181,Randolph County,31304,144,956,397,67.68
57182,Randolph County,31305,306,650,475,76.25
57183,Randolph County,31307,201,504,506,73.1
57184,Randolph County,31308,71,362,123,72.1
57185,Randolph County,31401,641,926,494,63.48
57186,Randolph County,31402,192,589,366,77.34
57187,Randolph County,31501,607,726,360,76.54
57188,Randolph County,31503,75,392,260,72.48
57189,Randolph County,31504,228,834,426,84.29
57190,Randolph County,31505,154,562,337,70.73
57191,Randolph County,31601,163,959,150,70.81
57192,Randolph County,31602,51,147,134,68.32
57193,Richmond County,970100,210,469,532,67.8
57194,Richmond County,970200,217,722,207,50.52
57195,Richmond County,970300,260,542,217,59.74
57196,Richmond County,970400,238,654,219,70.82
57197,Richmond County,970500,129,659,298,58.54
57198,Richmond County,970600,374,1002,299,58.42
57199,Richmond County,970700,305,1049,112,47.01
57200,Richmond County,970800,324,302,532,58.85
57201,Richmond County,970900,131,937,466,74.45
57202,Richmond County,971000,131,785,480,58.22
57203,Richmond County,971100,369,367,349,28.75
57204,Robeson County,960101,175,768,276,62.35
57205,Robeson County,960102,526,811,374,55.72
57206,Robeson County,960202,235,588,366,55.57
57207,Robeson County,960203,95,401,173,62.57
57208,Robeson County,960204,6,360,74,54.14
57209,Robeson County,960301,216,683,260,48.49
57210,Robeson County,960302,125,321,277,44.42
57211,Robeson County,960402,239,825,471,41.53
57212,Robeson County,960403,265,502,345,42.75
57213,Robeson County,960404,193,593,372,32.4
57214,Robeson County,960501,106,743,194,37.81
57215,Robeson County,960502,200,626,2224,49.36
57216,Robeson County,960503,153,285,130,55.96
57217,Robeson County,960601,339,765,399,52.08
57218,Robeson County,960602,181,334,346,39.9
57219,Robeson County,960701,408,1296,552,63.63
57220,Robeson County,960702,125,721,163,62.6
57221,Robeson County,960801,359,438,256,34.15
57222,Robeson County,960802,85,237,28,54.99
57223,Robeson County,960900,86,383,117,65.9
57224,Robeson County,961000,110,389,207,56.41
57225,Robeson County,961100,315,543,206,42.86
57226,Robeson County,961200,132,515,291,56.07
57227,Robeson County,961301,300,546,225,71.02
57228,Robeson County,961302,406,1444,323,72.77
57229,Robeson County,961400,218,466,240,43.7
57230,Robeson County,961500,374,793,431,46.45
57231,Robeson County,961601,258,1164,346,44.27
57232,Robeson County,961602,146,478,258,15.2
57233,Robeson County,961700,228,605,441,37.64
57234,Robeson County,961801,264,1024,456,35.54
57235,Robeson County,961802,393,686,322,26.83
57236,Robeson County,961900,183,752,283,22.45
57237,Robeson County,962001,192,543,249,30.19
57238,Robeson County,962002,221,485,387,19.42
57239,Rockingham County,40101,241,568,256,59.43
57240,Rockingham County,40102,35,321,229,53.19
57241,Rockingham County,40200,241,535,123,61.2
57242,Rockingham County,40300,35,540,255,58.92
57243,Rockingham County,40400,532,1033,637,68.12
57244,Rockingham County,40501,223,605,190,54.08
57245,Rockingham County,40502,167,559,276,60.63
57246,Rockingham County,40601,223,658,197,54.12
57247,Rockingham County,40602,170,631,403,73.48
57248,Rockingham County,40700,156,549,274,62.17
57249,Rockingham County,40800,75,159,109,70.44
57250,Rockingham County,40900,126,316,132,57.52
57251,Rockingham County,41001,332,1570,688,65.1
57252,Rockingham County,41002,247,752,413,55.27
57253,Rockingham County,41100,230,1029,486,72.5
57254,Rockingham County,41200,166,814,287,55.33
57255,Rockingham County,41300,238,691,432,49.23
57256,Rockingham County,41400,175,516,252,54.57
57257,Rockingham County,41501,73,281,0,65.11
57258,Rockingham County,41502,419,847,502,66.51
57259,Rockingham County,41601,136,444,246,72.35
57260,Rockingham County,41602,336,528,255,59.48
57261,Rowan County,50201,272,686,323,62.51
57262,Rowan County,50202,425,1277,400,77.48
57263,Rowan County,50300,287,502,194,70.46
57264,Rowan County,50400,296,601,851,57.43
57265,Rowan County,50500,60,327,1153,78.7
57266,Rowan County,50700,159,497,310,66.4
57267,Rowan County,50800,100,170,72,61.61
57268,Rowan County,50901,233,833,298,71.17
57269,Rowan County,50903,237,988,582,81.57
57270,Rowan County,50904,101,435,167,53.77
57271,Rowan County,51001,402,1043,945,74.66
57272,Rowan County,51002,267,1807,385,74.0
57273,Rowan County,51101,436,970,761,71.31
57274,Rowan County,51102,118,367,77,73.39
57275,Rowan County,51201,444,1054,588,78.03
57276,Rowan County,51202,240,653,260,78.98
57277,Rowan County,51204,125,812,442,73.92
57278,Rowan County,51301,102,366,107,58.99
57279,Rowan County,51302,189,556,534,74.03
57280,Rowan County,51303,241,1273,543,76.45
57281,Rowan County,51400,522,1399,518,69.83
57282,Rowan County,51501,381,782,622,77.17
57283,Rowan County,51502,194,624,121,70.11
57284,Rowan County,51600,436,1449,196,77.86
57285,Rowan County,51700,550,1373,473,73.08
57286,Rowan County,51801,341,839,178,78.24
57287,Rowan County,51802,234,660,255,73.26
57288,Rowan County,51901,230,710,445,60.26
57289,Rowan County,51903,0,175,309,66.44
57290,Rowan County,51904,269,636,214,43.97
57291,Rowan County,52000,321,470,205,71.99
57292,Rutherford County,960101,167,178,84,25.35
57293,Rutherford County,960102,78,277,205,22.31
57294,Rutherford County,960103,121,405,149,19.39
57295,Rutherford County,960201,110,617,82,46.82
57296,Rutherford County,960202,43,163,80,49.09
57297,Rutherford County,960203,44,138,85,41.51
57298,Rutherford County,960301,33,179,27,65.34
57299,Rutherford County,960302,16,203,37,54.41
57300,Rutherford County,960400,204,373,238,58.53
57301,Rutherford County,960501,134,346,49,43.27
57302,Rutherford County,960502,202,450,320,71.3
57303,Rutherford County,960503,37,192,94,61.21
57304,Rutherford County,960600,76,366,355,47.47
57305,Rutherford County,960700,158,680,237,65.35
57306,Rutherford County,960800,370,1130,372,47.24
57307,Rutherford County,960900,584,865,454,53.82
57308,Rutherford County,961001,124,480,313,44.28
57309,Rutherford County,961002,97,576,270,61.04
57310,Rutherford County,961102,273,526,331,49.76
57311,Rutherford County,961103,48,582,386,46.16
57312,Rutherford County,961104,116,577,97,67.51
57313,Rutherford County,961200,208,681,479,43.61
57314,Sampson County,970101,274,152,72,35.12
57315,Sampson County,970102,444,795,361,44.57
57316,Sampson County,970201,103,232,75,61.86
57317,Sampson County,970202,157,817,462,45.94
57318,Sampson County,970302,277,1313,141,71.45
57319,Sampson County,970303,222,736,195,59.58
57320,Sampson County,970304,58,670,408,48.0
57321,Sampson County,970401,119,90,29,51.81
57322,Sampson County,970402,61,267,419,50.58
57323,Sampson County,970501,4,98,99,50.76
57324,Sampson County,970502,254,1211,438,57.82
57325,Sampson County,970600,370,824,363,45.93
57326,Sampson County,970701,104,365,228,70.29
57327,Sampson County,970702,135,667,213,51.31
57328,Sampson County,970801,112,275,177,58.24
57329,Sampson County,970802,387,878,527,45.63
57330,Sampson County,970900,306,625,478,56.97
57331,Sampson County,971001,241,493,76,57.72
57332,Sampson County,971002,68,137,112,59.62
57333,Sampson County,971003,104,223,60,70.25
57334,Scotland County,10101,124,526,258,70.78
57335,Scotland County,10102,453,878,333,62.6
57336,Scotland County,10200,214,699,251,43.1
57337,Scotland County,10300,384,848,881,48.55
57338,Scotland County,10400,213,605,448,56.05
57339,Scotland County,10501,200,629,221,57.9
57340,Scotland County,10502,341,638,257,61.69
57341,Scotland County,10601,158,360,264,50.04
57342,Scotland County,10602,181,464,352,42.69
57343,Stanly County,930101,342,736,810,56.99
57344,Stanly County,930102,200,550,263,67.82
57345,Stanly County,930200,151,703,203,68.76
57346,Stanly County,930300,308,616,145,74.69
57347,Stanly County,930500,429,533,284,60.8
57348,Stanly County,930700,197,789,304,66.34
57349,Stanly County,930801,351,875,429,66.26
57350,Stanly County,930802,270,972,251,72.51
57351,Stanly County,930901,113,438,195,55.25
57352,Stanly County,930902,225,629,269,77.37
57353,Stanly County,931001,41,462,186,85.17
57354,Stanly County,931002,24,578,443,63.88
57355,Stanly County,931101,40,334,244,76.85
57356,Stanly County,931102,222,488,139,77.18
57357,Stanly County,931202,231,513,324,67.11
57358,Stanly County,931203,84,871,264,41.46
57359,Stanly County,931204,29,218,202,55.75
57360,Stokes County,70101,159,550,113,44.14
57361,Stokes County,70102,25,263,83,57.04
57362,Stokes County,70200,148,295,364,49.97
57363,Stokes County,70301,78,322,182,55.95
57364,Stokes County,70302,83,183,161,63.59
57365,Stokes County,70400,327,902,497,63.0
57366,Stokes County,70503,197,965,317,73.47
57367,Stokes County,70504,216,538,228,72.98
57368,Stokes County,70505,47,324,228,66.36
57369,Stokes County,70506,180,219,181,68.02
57370,Stokes County,70600,215,961,368,56.04
57371,Stokes County,70701,101,646,458,56.76
57372,Stokes County,70702,131,341,186,57.64
57373,Surry County,930101,145,232,322,66.85
57374,Surry County,930102,127,848,543,70.61
57375,Surry County,930201,242,411,298,44.51
57376,Surry County,930202,196,771,205,67.97
57377,Surry County,930301,34,315,76,68.32
57378,Surry County,930302,219,394,117,69.84
57379,Surry County,930400,81,425,133,55.56
57380,Surry County,930501,210,656,199,71.49
57381,Surry County,930502,178,369,237,57.99
57382,Surry County,930600,85,340,329,53.06
57383,Surry County,930700,343,638,234,59.09
57384,Surry County,930802,127,482,180,63.55
57385,Surry County,930803,171,401,80,62.2
57386,Surry County,930804,0,406,127,57.0
57387,Surry County,930901,95,651,377,57.38
57388,Surry County,930902,69,259,116,58.32
57389,Surry County,931001,147,406,371,58.09
57390,Surry County,931002,350,1013,421,59.44
57391,Surry County,931003,163,430,192,61.92
57392,Surry County,931101,246,246,174,71.58
57393,Surry County,931102,172,860,347,60.86
57394,Surry County,931103,103,298,159,70.28
57395,Surry County,931200,265,652,348,68.52
57396,Swain County,940100,231,803,697,54.84
57397,Swain County,960200,36,760,105,54.02
57398,Swain County,960301,184,369,216,48.64
57399,Swain County,960302,263,633,209,56.51
57400,Swain County,980200,0,0,0,
57401,Transylvania County,960100,313,558,400,77.13
57402,Transylvania County,960201,82,209,154,69.33
57403,Transylvania County,960202,168,239,260,66.04
57404,Transylvania County,960301,64,320,754,60.42
57405,Transylvania County,960302,70,438,261,79.66
57406,Transylvania County,960401,204,547,141,79.39
57407,Transylvania County,960403,0,282,29,83.51
57408,Transylvania County,960404,4,165,142,88.8
57409,Transylvania County,960501,161,307,184,63.99
57410,Transylvania County,960502,100,463,34,51.17
57411,Transylvania County,960601,134,78,134,71.7
57412,Transylvania County,960602,45,263,44,69.18
57413,Tyrrell County,960100,115,386,296,46.93
57414,Union County,20100,310,1275,506,67.42
57415,Union County,20203,148,611,526,84.67
57416,Union County,20204,162,912,518,70.27
57417,Union County,20205,153,693,200,75.44
57418,Union County,20206,269,580,382,79.63
57419,Union County,20305,646,2249,698,91.54
57420,Union County,20307,791,1419,668,80.29
57421,Union County,20308,447,1818,350,85.63
57422,Union County,20309,88,374,223,83.51
57423,Union County,20310,460,1274,416,90.37
57424,Union County,20312,398,616,504,78.27
57425,Union County,20313,164,261,119,75.59
57426,Union County,20314,366,952,533,80.0
57427,Union County,20315,248,1161,329,88.36
57428,Union County,20316,176,1087,385,89.08
57429,Union County,20317,437,1755,516,91.0
57430,Union County,20318,193,649,451,82.38
57431,Union County,20319,351,641,173,80.55
57432,Union County,20320,165,465,370,81.62
57433,Union County,20321,165,448,759,76.42
57434,Union County,20401,233,1160,969,79.68
57435,Union County,20403,238,701,435,73.8
57436,Union County,20405,133,213,75,61.59
57437,Union County,20406,264,1084,588,55.38
57438,Union County,20501,389,1287,404,70.84
57439,Union County,20502,126,521,388,77.57
57440,Union County,20601,231,1143,618,62.64
57441,Union County,20602,331,725,519,56.38
57442,Union County,20701,383,844,1998,68.85
57443,Union County,20702,304,644,258,57.76
57444,Union County,20800,348,1027,546,63.49
57445,Union County,20901,347,721,318,61.02
57446,Union County,20902,384,1182,514,70.5
57447,Union County,21004,366,1624,409,86.56
57448,Union County,21005,212,546,360,71.47
57449,Union County,21006,243,1539,263,95.9
57450,Union County,21007,171,2095,460,95.34
57451,Union County,21009,165,1328,272,95.32
57452,Union County,21012,140,1853,388,94.67
57453,Union County,21013,475,1764,564,89.8
57454,Union County,21014,247,487,269,75.0
57455,Union County,21015,120,956,387,81.18
57456,Union County,21016,55,1329,667,94.02
57457,Union County,21017,192,1992,317,98.86
57458,Union County,21018,235,1109,232,92.64
57459,Union County,21019,312,1029,212,97.56
57460,Union County,21020,210,1237,272,91.83
57461,Union County,21021,65,515,181,94.64
57462,Vance County,960100,202,501,255,62.52
57463,Vance County,960200,101,618,391,59.57
57464,Vance County,960300,155,785,138,75.16
57465,Vance County,960400,170,748,447,65.09
57466,Vance County,960500,209,550,604,67.27
57467,Vance County,960600,47,344,120,52.11
57468,Vance County,960700,431,1000,373,62.2
57469,Vance County,960800,362,299,244,48.01
57470,Vance County,960901,282,399,456,82.07
57471,Vance County,960902,100,185,122,71.32
57472,Vance County,960903,261,946,117,45.4
57473,Vance County,961000,346,1184,278,62.45
57474,Wake County,50100,87,172,835,90.42
57475,Wake County,50300,17,132,214,84.39
57476,Wake County,50400,62,151,368,87.82
57477,Wake County,50500,246,442,110,86.24
57478,Wake County,50600,287,316,992,74.78
57479,Wake County,50700,164,502,211,62.13
57480,Wake County,50800,197,358,330,57.49
57481,Wake County,50900,122,343,872,56.43
57482,Wake County,51000,98,69,209,75.0
57483,Wake County,51101,103,107,4165,67.35
57484,Wake County,51102,0,50,3753,39.68
57485,Wake County,51200,102,154,1707,81.14
57486,Wake County,51400,210,482,1382,91.39
57487,Wake County,51501,138,666,414,88.54
57488,Wake County,51502,114,360,218,85.97
57489,Wake County,51600,267,839,190,88.04
57490,Wake County,51700,240,710,132,88.64
57491,Wake County,51800,410,1054,108,88.16
57492,Wake County,51900,394,676,187,67.76
57493,Wake County,52001,389,765,399,66.26
57494,Wake County,52002,265,1136,278,64.99
57495,Wake County,52101,347,1900,1053,66.53
57496,Wake County,52102,483,1519,820,72.59
57497,Wake County,52303,23,202,2078,59.76
57498,Wake County,52304,343,217,615,76.12
57499,Wake County,52305,115,10,290,70.98
57500,Wake County,52306,15,69,387,91.67
57501,Wake County,52307,272,629,1766,81.93
57502,Wake County,52401,293,400,2263,86.28
57503,Wake County,52404,116,450,793,93.8
57504,Wake County,52407,344,649,279,77.7
57505,Wake County,52408,340,386,1439,54.75
57506,Wake County,52409,139,247,1930,78.37
57507,Wake County,52410,117,155,154,77.55
57508,Wake County,52411,292,421,1012,80.03
57509,Wake County,52504,259,931,368,87.91
57510,Wake County,52505,300,588,158,85.12
57511,Wake County,52506,66,243,225,84.29
57512,Wake County,52507,197,512,233,79.47
57513,Wake County,52508,60,470,338,85.85
57514,Wake County,52509,214,425,322,80.15
57515,Wake County,52601,269,632,165,90.99
57516,Wake County,52602,172,365,271,77.57
57517,Wake County,52603,218,393,307,87.74
57518,Wake County,52701,530,1211,346,61.33
57519,Wake County,52704,564,1098,400,61.81
57520,Wake County,52705,333,516,468,74.89
57521,Wake County,52706,367,736,376,71.57
57522,Wake County,52707,515,779,851,74.27
57523,Wake County,52801,222,852,427,74.97
57524,Wake County,52802,513,1030,420,83.08
57525,Wake County,52807,417,1400,480,66.46
57526,Wake County,52809,138,435,267,72.1
57527,Wake County,52810,753,1981,735,95.58
57528,Wake County,52811,456,2256,1067,75.34
57529,Wake County,52812,162,544,418,74.16
57530,Wake County,52813,96,179,360,84.7
57531,Wake County,52814,241,841,287,86.25
57532,Wake County,52815,737,755,384,55.0
57533,Wake County,52816,656,1631,588,88.76
57534,Wake County,52901,176,496,200,82.93
57535,Wake County,52902,358,1517,711,82.7
57536,Wake County,52903,249,485,145,77.94
57537,Wake County,52905,264,284,98,94.96
57538,Wake County,52906,355,875,470,73.75
57539,Wake County,53003,252,544,657,89.31
57540,Wake County,53004,9,515,186,94.74
57541,Wake County,53005,228,782,211,95.66
57542,Wake County,53006,96,413,133,94.09
57543,Wake County,53007,191,467,244,91.2
57544,Wake County,53009,897,1124,618,73.87
57545,Wake County,53010,205,998,237,85.92
57546,Wake County,53011,235,500,607,85.71
57547,Wake County,53105,210,996,242,82.96
57548,Wake County,53106,119,995,96,72.68
57549,Wake County,53109,635,2496,1490,83.19
57550,Wake County,53110,526,1172,728,87.09
57551,Wake County,53111,638,1100,428,83.24
57552,Wake County,53112,369,853,251,81.0
57553,Wake County,53113,200,1043,362,69.11
57554,Wake County,53114,707,1462,660,79.43
57555,Wake County,53115,131,408,250,56.83
57556,Wake County,53202,125,1902,314,96.08
57557,Wake County,53203,690,2321,510,93.78
57558,Wake County,53204,260,1340,378,85.19
57559,Wake County,53205,440,1189,224,84.7
57560,Wake County,53206,475,918,368,82.28
57561,Wake County,53208,887,3804,461,93.51
57562,Wake County,53209,157,589,73,75.95
57563,Wake County,53210,683,1313,264,81.08
57564,Wake County,53211,442,2170,704,95.75
57565,Wake County,53405,189,604,181,93.27
57566,Wake County,53408,257,1215,142,96.77
57567,Wake County,53409,368,1293,551,78.49
57568,Wake County,53410,244,2113,281,96.39
57569,Wake County,53411,964,3814,812,91.5
57570,Wake County,53415,345,930,326,93.12
57571,Wake County,53417,234,1240,310,85.33
57572,Wake County,53419,506,597,280,95.78
57573,Wake County,53421,331,860,497,91.37
57574,Wake County,53422,89,516,94,95.03
57575,Wake County,53423,92,264,54,86.89
57576,Wake County,53424,169,1306,330,94.25
57577,Wake County,53425,244,669,240,93.55
57578,Wake County,53426,649,1191,304,93.02
57579,Wake County,53427,280,987,344,91.79
57580,Wake County,53428,621,3263,1012,93.28
57581,Wake County,53429,108,486,89,92.43
57582,Wake County,53430,181,907,458,92.91
57583,Wake County,53431,397,1135,83,82.22
57584,Wake County,53432,346,564,153,81.81
57585,Wake County,53433,408,1314,255,94.68
57586,Wake County,53434,189,1237,243,88.14
57587,Wake County,53435,326,675,180,72.65
57588,Wake County,53436,115,616,172,85.64
57589,Wake County,53505,121,543,184,86.63
57590,Wake County,53506,196,682,278,79.04
57591,Wake County,53507,86,486,209,83.69
57592,Wake County,53509,354,1120,286,95.76
57593,Wake County,53512,319,948,603,95.74
57594,Wake County,53513,298,619,419,87.26
57595,Wake County,53516,267,385,339,77.65
57596,Wake County,53517,332,910,544,74.61
57597,Wake County,53518,152,1033,164,93.24
57598,Wake County,53519,181,521,169,86.92
57599,Wake County,53520,353,1251,718,85.68
57600,Wake County,53521,233,533,494,96.69
57601,Wake County,53522,765,838,602,90.38
57602,Wake County,53523,323,1123,535,96.59
57603,Wake County,53524,113,386,263,76.03
57604,Wake County,53525,223,602,157,92.14
57605,Wake County,53603,190,1138,374,87.76
57606,Wake County,53604,91,968,347,92.52
57607,Wake County,53608,588,1686,444,93.57
57608,Wake County,53609,80,156,222,91.82
57609,Wake County,53611,454,1271,486,95.28
57610,Wake County,53612,270,576,33,90.73
57611,Wake County,53613,82,503,106,92.56
57612,Wake County,53614,333,513,165,87.3
57613,Wake County,53615,31,644,410,82.43
57614,Wake County,53616,296,602,356,91.25
57615,Wake County,53617,757,2766,464,91.92
57616,Wake County,53618,306,866,115,89.78
57617,Wake County,53619,87,62,140,95.54
57618,Wake County,53620,352,1400,957,93.95
57619,Wake County,53711,236,799,322,96.16
57620,Wake County,53712,206,405,104,87.46
57621,Wake County,53713,13,344,493,78.07
57622,Wake County,53714,169,703,392,90.14
57623,Wake County,53715,138,675,174,91.73
57624,Wake County,53716,353,725,281,82.09
57625,Wake County,53717,326,324,436,81.0
57626,Wake County,53718,224,749,159,95.27
57627,Wake County,53719,355,1082,188,96.42
57628,Wake County,53720,178,888,140,94.23
57629,Wake County,53721,203,679,118,95.85
57630,Wake County,53722,58,410,337,86.57
57631,Wake County,53723,124,236,255,87.9
57632,Wake County,53724,418,1061,169,91.49
57633,Wake County,53725,349,878,238,92.81
57634,Wake County,53726,148,484,393,84.28
57635,Wake County,53727,177,853,506,90.7
